date,asian_bar_count,complete_28_bars,asian_high,asian_low
2023-04-27,28,True,133.849,133.391
2023-04-28,28,True,135.759,133.335
2023-04-30,0,False,,
2023-05-01,28,True,136.982,136.254
2023-05-02,28,True,137.772,137.29
2023-05-03,28,True,136.572,135.853
2023-05-04,28,True,134.626,134.147
2023-05-05,28,True,134.258,133.882
2023-05-07,0,False,,
2023-05-08,28,True,135.192,134.64
2023-05-09,28,True,135.324,134.721
2023-05-10,28,True,135.469,135.064
2023-05-11,28,True,134.341,133.892
2023-05-12,28,True,134.851,134.401
2023-05-14,0,False,,
2023-05-15,28,True,136.263,135.726
2023-05-16,28,True,136.102,135.802
2023-05-17,28,True,136.867,136.303
2023-05-18,28,True,137.743,137.285
2023-05-19,28,True,138.663,138.034
2023-05-21,0,False,,
2023-05-22,28,True,138.042,137.492
2023-05-23,28,True,138.875,138.35
2023-05-24,28,True,138.694,138.231
2023-05-25,28,True,139.702,139.261
2023-05-26,28,True,140.103,139.604
2023-05-28,0,False,,
2023-05-29,28,True,140.917,140.219
2023-05-30,28,True,140.932,139.96
2023-05-31,28,True,139.92,139.312
2023-06-01,28,True,139.771,139.077
2023-06-02,28,True,139.052,138.603
2023-06-04,0,False,,
2023-06-05,28,True,140.355,139.984
2023-06-06,28,True,139.655,139.275
2023-06-07,28,True,139.563,139.125
2023-06-08,28,True,140.094,139.662
2023-06-09,28,True,139.448,138.862
2023-06-11,0,False,,
2023-06-12,28,True,139.642,139.264
2023-06-13,28,True,139.665,139.324
2023-06-14,28,True,140.188,139.936
2023-06-15,28,True,141.428,139.94
2023-06-16,28,True,140.977,139.85
2023-06-18,0,False,,
2023-06-19,28,True,141.97,141.441
2023-06-20,28,True,142.252,141.579
2023-06-21,28,True,142.042,141.332
2023-06-22,28,True,141.909,141.609
2023-06-23,28,True,143.449,142.808
2023-06-25,0,False,,
2023-06-26,28,True,143.659,143.231
2023-06-27,28,True,143.657,143.281
2023-06-28,28,True,144.048,143.728
2023-06-29,28,True,144.698,144.133
2023-06-30,28,True,145.067,144.437
2023-07-02,0,False,,
2023-07-03,28,True,144.77,144.22
2023-07-04,28,True,144.675,144.333
2023-07-05,28,True,144.726,144.379
2023-07-06,28,True,144.512,143.617
2023-07-07,28,True,144.196,143.352
2023-07-09,0,False,,
2023-07-10,28,True,143.005,142.118
2023-07-11,28,True,141.459,140.565
2023-07-12,28,True,140.162,139.309
2023-07-13,28,True,138.83,138.069
2023-07-14,28,True,138.405,137.237
2023-07-16,0,False,,
2023-07-17,28,True,138.737,138.364
2023-07-18,28,True,138.923,138.298
2023-07-19,28,True,139.678,138.848
2023-07-20,28,True,139.699,139.107
2023-07-21,28,True,140.324,139.747
2023-07-23,0,False,,
2023-07-24,28,True,141.811,141.341
2023-07-25,28,True,141.621,141.202
2023-07-26,28,True,141.184,140.602
2023-07-27,28,True,140.483,139.379
2023-07-28,28,True,141.079,138.061
2023-07-30,0,False,,
2023-07-31,28,True,142.167,140.689
2023-08-01,28,True,142.843,142.254
2023-08-02,28,True,143.348,142.541
2023-08-03,28,True,143.888,143.161
2023-08-04,28,True,142.881,142.313
2023-08-06,0,False,,
2023-08-07,28,True,142.301,141.511
2023-08-08,28,True,143.433,142.527
2023-08-09,28,True,143.398,142.998
2023-08-10,28,True,144.104,143.686
2023-08-11,28,True,144.892,144.629
2023-08-13,0,False,,
2023-08-14,28,True,145.221,144.65
2023-08-15,28,True,145.738,145.323
2023-08-16,28,True,145.692,145.306
2023-08-17,28,True,146.559,146.279
2023-08-18,28,True,145.793,145.182
2023-08-20,0,False,,
2023-08-21,28,True,145.625,145.142
2023-08-22,28,True,146.397,145.843
2023-08-23,28,True,145.813,145.532
2023-08-24,28,True,145.202,144.614
2023-08-25,28,True,146.256,145.907
2023-08-27,0,False,,
2023-08-28,28,True,146.584,146.271
2023-08-29,28,True,146.56,146.307
2023-08-30,28,True,146.352,145.853
2023-08-31,28,True,146.124,145.752
2023-09-01,28,True,145.699,145.236
2023-09-03,0,False,,
2023-09-04,28,True,146.244,146.035
2023-09-05,28,True,147.058,146.486
2023-09-06,28,True,147.816,147.016
2023-09-07,28,True,147.872,147.428
2023-09-08,28,True,147.368,146.584
2023-09-10,0,False,,
2023-09-11,28,True,147.144,145.908
2023-09-12,28,True,146.942,146.436
2023-09-13,28,True,147.446,147.097
2023-09-14,28,True,147.386,147.018
2023-09-15,28,True,147.691,147.336
2023-09-17,0,False,,
2023-09-18,28,True,147.873,147.555
2023-09-19,28,True,147.892,147.503
2023-09-20,28,True,147.963,147.704
2023-09-21,28,True,148.457,148.189
2023-09-22,28,True,148.418,147.506
2023-09-24,0,False,,
2023-09-25,28,True,148.481,148.284
2023-09-26,28,True,149.185,148.701
2023-09-27,28,True,149.151,148.86
2023-09-28,28,True,149.559,149.257
2023-09-29,28,True,149.5,148.75
2023-10-01,0,False,,
2023-10-02,28,True,149.821,149.454
2023-10-03,28,True,149.932,149.714
2023-10-04,28,True,149.317,149.081
2023-10-05,28,True,149.01,148.257
2023-10-06,28,True,148.988,148.463
2023-10-08,0,False,,
2023-10-09,28,True,149.223,149.078
2023-10-10,28,True,148.929,148.161
2023-10-11,28,True,148.967,148.422
2023-10-12,28,True,149.271,148.952
2023-10-13,28,True,149.827,149.571
2023-10-15,0,False,,
2023-10-16,28,True,149.584,149.373
2023-10-17,28,True,149.656,149.477
2023-10-18,28,True,149.792,149.481
2023-10-19,28,True,149.84,149.663
2023-10-20,28,True,149.952,149.791
2023-10-22,0,False,,
2023-10-23,28,True,149.961,149.778
2023-10-24,28,True,149.787,149.401
2023-10-25,28,True,149.925,149.793
2023-10-26,28,True,150.776,149.83
2023-10-27,28,True,150.411,150.078
2023-10-29,0,False,,
2023-10-30,28,True,149.812,149.413
2023-10-31,28,True,150.315,149.09
2023-11-01,28,True,151.443,151.143
2023-11-02,28,True,150.59,150.148
2023-11-03,28,True,150.497,150.245
2023-11-05,0,False,,
2023-11-06,28,True,149.674,149.437
2023-11-07,28,True,150.399,149.96
2023-11-08,28,True,150.708,150.349
2023-11-09,28,True,151.09,150.768
2023-11-10,28,True,151.404,151.22
2023-11-12,0,False,,
2023-11-13,28,True,151.799,151.443
2023-11-14,28,True,151.782,151.613
2023-11-15,28,True,150.792,150.441
2023-11-16,28,True,151.366,151.116
2023-11-17,28,True,150.774,150.419
2023-11-19,0,False,,
2023-11-20,28,True,149.988,148.687
2023-11-21,28,True,148.417,147.245
2023-11-22,28,True,149.053,148.029
2023-11-23,28,True,149.46,148.887
2023-11-24,28,True,149.711,149.196
2023-11-26,0,False,,
2023-11-27,28,True,149.674,148.886
2023-11-28,28,True,148.416,147.968
2023-11-29,28,True,147.318,146.67
2023-11-30,28,True,147.188,146.865
2023-12-01,28,True,148.252,147.6
2023-12-03,0,False,,
2023-12-04,28,True,146.892,146.223
2023-12-05,28,True,147.381,146.747
2023-12-06,28,True,147.397,147.087
2023-12-07,28,True,147.185,146.148
2023-12-08,28,True,144.289,142.497
2023-12-10,0,False,,
2023-12-11,28,True,145.697,144.866
2023-12-12,28,True,146.123,145.328
2023-12-13,28,True,145.883,145.264
2023-12-14,28,True,142.908,140.956
2023-12-15,28,True,142.464,141.564
2023-12-17,0,False,,
2023-12-18,28,True,142.457,142.071
2023-12-19,28,True,143.784,142.244
2023-12-20,28,True,144.095,143.365
2023-12-21,28,True,143.567,142.807
2023-12-22,28,True,142.554,141.864
2023-12-24,0,False,,
2023-12-25,28,True,142.479,142.101
2023-12-26,28,True,142.352,142.09
2023-12-27,28,True,142.848,142.434
2023-12-28,28,True,141.666,141.072
2023-12-29,28,True,141.665,141.202
2024-01-01,0,False,,
2024-01-02,28,True,141.669,141.096
2024-01-03,28,True,142.174,141.858
2024-01-04,28,True,143.893,142.853
2024-01-05,28,True,145.367,144.658
2024-01-07,0,False,,
2024-01-08,28,True,144.797,144.169
2024-01-09,28,True,144.258,143.419
2024-01-10,28,True,145.131,144.416
2024-01-11,28,True,145.778,145.277
2024-01-12,28,True,145.405,144.843
2024-01-14,0,False,,
2024-01-15,28,True,145.292,144.933
2024-01-16,28,True,146.271,145.583
2024-01-17,28,True,147.887,147.097
2024-01-18,28,True,148.249,147.686
2024-01-19,28,True,148.802,147.938
2024-01-21,0,False,,
2024-01-22,28,True,148.23,147.73
2024-01-23,28,True,148.548,146.975
2024-01-24,28,True,148.26,147.75
2024-01-25,28,True,147.879,147.543
2024-01-26,28,True,147.864,147.478
2024-01-28,0,False,,
2024-01-29,28,True,148.333,147.878
2024-01-30,28,True,147.486,147.19
2024-01-31,28,True,147.882,147.186
2024-02-01,28,True,147.08,146.473
2024-02-02,28,True,146.526,146.24
2024-02-04,0,False,,
2024-02-05,28,True,148.82,148.266
2024-02-06,28,True,148.671,148.358
2024-02-07,28,True,148.06,147.709
2024-02-08,28,True,148.737,147.93
2024-02-09,28,True,149.488,149.234
2024-02-11,0,False,,
2024-02-12,28,True,149.251,149.107
2024-02-13,28,True,149.577,149.28
2024-02-14,28,True,150.775,150.416
2024-02-15,28,True,150.555,150.075
2024-02-16,28,True,150.365,149.923
2024-02-18,0,False,,
2024-02-19,28,True,150.147,149.871
2024-02-20,28,True,150.437,150.191
2024-02-21,28,True,150.091,149.851
2024-02-22,28,True,150.456,150.203
2024-02-23,28,True,150.65,150.37
2024-02-25,0,False,,
2024-02-26,28,True,150.518,150.292
2024-02-27,28,True,150.609,150.404
2024-02-28,28,True,150.684,150.373
2024-02-29,28,True,150.656,149.694
2024-03-01,28,True,150.478,150.058
2024-03-03,0,False,,
2024-03-04,28,True,150.386,149.837
2024-03-05,28,True,150.545,150.351
2024-03-06,28,True,150.084,149.807
2024-03-07,28,True,149.259,148.114
2024-03-08,28,True,148.117,147.521
2024-03-10,0,False,,
2024-03-11,28,True,147.087,146.537
2024-03-12,28,True,147.594,146.619
2024-03-13,28,True,147.788,147.232
2024-03-14,28,True,147.971,147.527
2024-03-15,28,True,148.659,148.096
2024-03-17,0,False,,
2024-03-18,28,True,149.328,148.907
2024-03-19,28,True,150.483,149.001
2024-03-20,28,True,151.583,151.001
2024-03-21,28,True,151.088,150.263
2024-03-22,28,True,151.862,151.256
2024-03-24,0,False,,
2024-03-25,28,True,151.424,151.052
2024-03-26,28,True,151.442,151.217
2024-03-27,28,True,151.97,151.446
2024-03-28,28,True,151.544,151.25
2024-03-29,28,True,151.496,151.181
2024-03-31,0,False,,
2024-04-01,28,True,151.429,151.248
2024-04-02,28,True,151.801,151.501
2024-04-03,28,True,151.68,151.439
2024-04-04,28,True,151.722,151.537
2024-04-05,28,True,151.338,150.81
2024-04-07,0,False,,
2024-04-08,28,True,151.833,151.67
2024-04-09,28,True,151.92,151.788
2024-04-10,28,True,151.819,151.68
2024-04-11,28,True,153.187,152.759
2024-04-12,28,True,153.298,152.962
2024-04-14,0,False,,
2024-04-15,28,True,153.887,153.279
2024-04-16,28,True,154.604,154.13
2024-04-17,28,True,154.733,154.454
2024-04-18,28,True,154.408,153.956
2024-04-19,28,True,154.672,153.586
2024-04-21,0,False,,
2024-04-22,28,True,154.761,154.584
2024-04-23,28,True,154.824,154.655
2024-04-24,28,True,154.941,154.739
2024-04-25,28,True,155.739,155.243
2024-04-26,28,True,156.461,155.41
2024-04-28,0,False,,
2024-04-29,28,True,160.203,155.043
2024-04-30,28,True,156.999,156.166
2024-05-01,28,True,157.977,157.685
2024-05-02,28,True,156.283,155.163
2024-05-03,28,True,153.446,152.748
2024-05-05,0,False,,
2024-05-06,28,True,154.005,153.318
2024-05-07,28,True,154.649,153.87
2024-05-08,28,True,155.277,154.688
2024-05-09,28,True,155.821,155.152
2024-05-10,28,True,155.772,155.358
2024-05-12,0,False,,
2024-05-13,28,True,155.955,155.502
2024-05-14,28,True,156.542,156.223
2024-05-15,28,True,156.56,156.172
2024-05-16,28,True,154.534,153.598
2024-05-17,28,True,155.927,155.348
2024-05-19,0,False,,
2024-05-20,28,True,155.935,155.64
2024-05-21,28,True,156.545,156.103
2024-05-22,28,True,156.471,156.139
2024-05-23,28,True,156.902,156.576
2024-05-24,28,True,157.145,156.92
2024-05-26,0,False,,
2024-05-27,28,True,156.926,156.661
2024-05-28,28,True,156.928,156.618
2024-05-29,28,True,157.405,156.894
2024-05-30,28,True,157.625,156.701
2024-05-31,28,True,157.023,156.571
2024-06-02,0,False,,
2024-06-03,28,True,157.47,156.994
2024-06-04,28,True,156.484,155.802
2024-06-05,28,True,155.922,155.094
2024-06-06,28,True,156.179,155.354
2024-06-07,28,True,155.934,155.13
2024-06-09,0,False,,
2024-06-10,28,True,157.193,156.719
2024-06-11,28,True,157.332,157.031
2024-06-12,28,True,157.293,157.043
2024-06-13,28,True,157.255,156.694
2024-06-14,28,True,158.255,156.795
2024-06-16,0,False,,
2024-06-17,28,True,157.56,157.155
2024-06-18,28,True,157.986,157.515
2024-06-19,28,True,157.923,157.642
2024-06-20,28,True,158.191,157.954
2024-06-21,28,True,159.125,158.816
2024-06-23,0,False,,
2024-06-24,28,True,159.927,159.62
2024-06-25,28,True,159.701,159.186
2024-06-26,28,True,159.9,159.663
2024-06-27,28,True,160.716,160.301
2024-06-28,28,True,161.282,160.649
2024-06-30,0,False,,
2024-07-01,28,True,161.186,160.737
2024-07-02,28,True,161.742,161.458
2024-07-03,28,True,161.938,161.442
2024-07-04,28,True,161.601,161.134
2024-07-05,28,True,161.394,160.53
2024-07-07,0,False,,
2024-07-08,28,True,160.865,160.26
2024-07-09,28,True,161.131,160.763
2024-07-10,28,True,161.591,161.301
2024-07-11,28,True,161.75,161.476
2024-07-12,28,True,159.384,157.974
2024-07-14,0,False,,
2024-07-15,28,True,158.365,157.831
2024-07-16,28,True,158.787,158.104
2024-07-17,28,True,158.624,157.702
2024-07-18,28,True,156.572,155.457
2024-07-19,28,True,157.862,157.062
2024-07-21,0,False,,
2024-07-22,28,True,157.61,156.284
2024-07-23,28,True,156.927,156.197
2024-07-24,28,True,155.99,154.351
2024-07-25,28,True,153.968,152.229
2024-07-26,28,True,154.139,153.366
2024-07-28,0,False,,
2024-07-29,28,True,154.351,153.014
2024-07-30,28,True,155.213,153.615
2024-07-31,28,True,153.894,151.587
2024-08-01,28,True,150.335,148.508
2024-08-02,28,True,149.772,148.804
2024-08-04,0,False,,
2024-08-05,28,True,145.94,141.676
2024-08-06,28,True,146.365,144.302
2024-08-07,28,True,147.897,144.543
2024-08-08,28,True,146.871,145.426
2024-08-09,28,True,147.768,146.71
2024-08-11,0,False,,
2024-08-12,28,True,147.28,146.698
2024-08-13,28,True,147.945,147.003
2024-08-14,28,True,147.313,146.068
2024-08-15,28,True,147.609,147.053
2024-08-16,28,True,149.268,148.738
2024-08-18,0,False,,
2024-08-19,28,True,148.0,145.182
2024-08-20,28,True,147.345,145.845
2024-08-21,28,True,145.976,144.93
2024-08-22,28,True,145.641,144.939
2024-08-23,28,True,146.334,145.29
2024-08-25,0,False,,
2024-08-26,28,True,144.215,143.444
2024-08-27,28,True,144.97,144.45
2024-08-28,28,True,144.603,143.908
2024-08-29,28,True,144.86,144.269
2024-08-30,28,True,145.09,144.653
2024-09-01,0,False,,
2024-09-02,28,True,146.544,145.773
2024-09-03,28,True,147.207,145.992
2024-09-04,28,True,145.552,144.856
2024-09-05,28,True,143.903,143.048
2024-09-06,28,True,143.417,142.253
2024-09-08,0,False,,
2024-09-09,28,True,143.091,142.414
2024-09-10,28,True,143.543,143.031
2024-09-11,28,True,142.425,140.707
2024-09-12,28,True,142.949,142.256
2024-09-13,28,True,141.557,140.644
2024-09-15,0,False,,
2024-09-16,28,True,140.849,139.724
2024-09-17,28,True,140.843,140.32
2024-09-18,28,True,142.02,141.223
2024-09-19,28,True,143.944,142.094
2024-09-20,28,True,143.042,141.736
2024-09-22,0,False,,
2024-09-23,28,True,144.459,143.865
2024-09-24,28,True,144.466,143.374
2024-09-25,28,True,143.739,142.906
2024-09-26,28,True,145.035,144.443
2024-09-27,28,True,146.491,143.131
2024-09-29,0,False,,
2024-09-30,28,True,142.842,141.642
2024-10-01,28,True,144.529,143.657
2024-10-02,28,True,144.185,143.53
2024-10-03,28,True,147.239,146.462
2024-10-04,28,True,146.929,145.918
2024-10-06,0,False,,
2024-10-07,28,True,148.792,148.217
2024-10-08,28,True,148.191,147.51
2024-10-09,28,True,148.653,148.01
2024-10-10,28,True,149.544,149.001
2024-10-11,28,True,148.856,148.401
2024-10-13,0,False,,
2024-10-14,28,True,149.367,149.14
2024-10-15,28,True,149.758,149.304
2024-10-16,28,True,149.373,148.861
2024-10-17,28,True,149.648,149.24
2024-10-18,28,True,150.148,149.769
2024-10-20,0,False,,
2024-10-21,28,True,149.644,149.086
2024-10-22,28,True,151.102,150.494
2024-10-23,28,True,152.379,151.135
2024-10-24,28,True,152.792,152.049
2024-10-25,28,True,152.104,151.452
2024-10-27,0,False,,
2024-10-28,28,True,153.879,152.767
2024-10-29,28,True,153.242,152.754
2024-10-30,28,True,153.462,153.07
2024-10-31,28,True,153.611,152.052
2024-11-01,28,True,152.652,151.874
2024-11-03,0,False,,
2024-11-04,28,True,152.288,151.598
2024-11-05,28,True,152.543,152.113
2024-11-06,28,True,154.38,151.283
2024-11-07,28,True,154.708,153.93
2024-11-08,28,True,153.366,152.548
2024-11-10,0,False,,
2024-11-11,28,True,153.667,152.87
2024-11-12,28,True,154.061,153.403
2024-11-13,28,True,155.154,154.539
2024-11-14,28,True,156.133,155.404
2024-11-15,28,True,156.746,156.035
2024-11-17,0,False,,
2024-11-18,28,True,155.138,153.838
2024-11-19,28,True,154.614,153.948
2024-11-20,28,True,155.459,154.584
2024-11-21,28,True,155.299,154.554
2024-11-22,28,True,154.954,153.963
2024-11-24,0,False,,
2024-11-25,28,True,154.48,153.548
2024-11-26,28,True,154.413,153.544
2024-11-27,28,True,153.032,152.067
2024-11-28,28,True,151.746,151.281
2024-11-29,28,True,151.206,149.758
2024-12-01,0,False,,
2024-12-02,28,True,150.747,149.802
2024-12-03,28,True,150.234,149.497
2024-12-04,28,True,150.167,149.52
2024-12-05,28,True,150.68,149.659
2024-12-06,28,True,150.272,149.768
2024-12-08,0,False,,
2024-12-09,28,True,150.191,149.689
2024-12-10,28,True,151.547,150.894
2024-12-11,28,True,151.869,151.414
2024-12-12,28,True,152.771,151.949
2024-12-13,28,True,153.086,152.553
2024-12-15,0,False,,
2024-12-16,28,True,153.969,153.322
2024-12-17,28,True,154.342,153.798
2024-12-18,28,True,153.784,153.332
2024-12-19,28,True,156.144,154.463
2024-12-20,28,True,157.924,156.833
2024-12-22,0,False,,
2024-12-23,28,True,156.691,156.337
2024-12-24,28,True,157.393,156.887
2024-12-25,28,True,157.346,156.96
2024-12-26,28,True,157.474,157.069
2024-12-27,28,True,157.948,157.504
2024-12-29,0,False,,
2024-12-30,28,True,158.071,157.697
2024-12-31,28,True,157.045,156.134
