date,fold,asian_session_start,asian_session_end,asian_bar_count,missing_bar_count,extra_or_offgrid_count,asian_high,asian_low,complete_28_bars,post_0700_in_range_count
2023-01-02,2023H1,2023-01-02 00:00:00+00:00,2023-01-02 07:00:00+00:00,8,20,0,131.051,130.907,False,0
2023-01-03,2023H1,2023-01-03 00:00:00+00:00,2023-01-03 07:00:00+00:00,28,0,0,130.904,129.506,True,0
2023-01-04,2023H1,2023-01-04 00:00:00+00:00,2023-01-04 07:00:00+00:00,28,0,0,131.308,130.583,True,0
2023-01-05,2023H1,2023-01-05 00:00:00+00:00,2023-01-05 07:00:00+00:00,28,0,0,132.626,131.679,True,0
2023-01-06,2023H1,2023-01-06 00:00:00+00:00,2023-01-06 07:00:00+00:00,28,0,0,134.368,133.305,True,0
2023-01-08,2023H1,2023-01-08 00:00:00+00:00,2023-01-08 07:00:00+00:00,0,28,0,,,False,0
2023-01-09,2023H1,2023-01-09 00:00:00+00:00,2023-01-09 07:00:00+00:00,28,0,0,132.113,131.304,True,0
2023-01-10,2023H1,2023-01-10 00:00:00+00:00,2023-01-10 07:00:00+00:00,28,0,0,132.221,131.38,True,0
2023-01-11,2023H1,2023-01-11 00:00:00+00:00,2023-01-11 07:00:00+00:00,28,0,0,132.583,132.09,True,0
2023-01-12,2023H1,2023-01-12 00:00:00+00:00,2023-01-12 07:00:00+00:00,28,0,0,132.031,131.361,True,0
2023-01-13,2023H1,2023-01-13 00:00:00+00:00,2023-01-13 07:00:00+00:00,28,0,0,129.347,128.4,True,0
2023-01-15,2023H1,2023-01-15 00:00:00+00:00,2023-01-15 07:00:00+00:00,0,28,0,,,False,0
2023-01-16,2023H1,2023-01-16 00:00:00+00:00,2023-01-16 07:00:00+00:00,28,0,0,128.196,127.218,True,0
2023-01-17,2023H1,2023-01-17 00:00:00+00:00,2023-01-17 07:00:00+00:00,28,0,0,129.155,128.3,True,0
2023-01-18,2023H1,2023-01-18 00:00:00+00:00,2023-01-18 07:00:00+00:00,28,0,0,131.574,128.219,True,0
2023-01-19,2023H1,2023-01-19 00:00:00+00:00,2023-01-19 07:00:00+00:00,28,0,0,128.694,127.761,True,0
2023-01-20,2023H1,2023-01-20 00:00:00+00:00,2023-01-20 07:00:00+00:00,28,0,0,129.293,128.348,True,0
2023-01-22,2023H1,2023-01-22 00:00:00+00:00,2023-01-22 07:00:00+00:00,0,28,0,,,False,0
2023-01-23,2023H1,2023-01-23 00:00:00+00:00,2023-01-23 07:00:00+00:00,28,0,0,130.171,129.041,True,0
2023-01-24,2023H1,2023-01-24 00:00:00+00:00,2023-01-24 07:00:00+00:00,28,0,0,130.729,130.044,True,0
2023-01-25,2023H1,2023-01-25 00:00:00+00:00,2023-01-25 07:00:00+00:00,28,0,0,130.583,130.104,True,0
2023-01-26,2023H1,2023-01-26 00:00:00+00:00,2023-01-26 07:00:00+00:00,28,0,0,129.586,129.022,True,0
2023-01-27,2023H1,2023-01-27 00:00:00+00:00,2023-01-27 07:00:00+00:00,28,0,0,130.263,129.495,True,0
2023-01-29,2023H1,2023-01-29 00:00:00+00:00,2023-01-29 07:00:00+00:00,0,28,0,,,False,0
2023-01-30,2023H1,2023-01-30 00:00:00+00:00,2023-01-30 07:00:00+00:00,28,0,0,130.288,129.2,True,0
2023-01-31,2023H1,2023-01-31 00:00:00+00:00,2023-01-31 07:00:00+00:00,28,0,0,130.503,130.061,True,0
2023-02-01,2023H1,2023-02-01 00:00:00+00:00,2023-02-01 07:00:00+00:00,28,0,0,130.326,129.857,True,0
2023-02-02,2023H1,2023-02-02 00:00:00+00:00,2023-02-02 07:00:00+00:00,28,0,0,128.788,128.172,True,0
2023-02-03,2023H1,2023-02-03 00:00:00+00:00,2023-02-03 07:00:00+00:00,28,0,0,128.823,128.446,True,0
2023-02-05,2023H1,2023-02-05 00:00:00+00:00,2023-02-05 07:00:00+00:00,0,28,0,,,False,0
2023-02-06,2023H1,2023-02-06 00:00:00+00:00,2023-02-06 07:00:00+00:00,28,0,0,132.385,131.582,True,0
2023-02-07,2023H1,2023-02-07 00:00:00+00:00,2023-02-07 07:00:00+00:00,28,0,0,132.626,132.028,True,0
2023-02-08,2023H1,2023-02-08 00:00:00+00:00,2023-02-08 07:00:00+00:00,28,0,0,131.381,130.722,True,0
2023-02-09,2023H1,2023-02-09 00:00:00+00:00,2023-02-09 07:00:00+00:00,28,0,0,131.828,130.766,True,0
2023-02-10,2023H1,2023-02-10 00:00:00+00:00,2023-02-10 07:00:00+00:00,28,0,0,131.889,131.431,True,0
2023-02-12,2023H1,2023-02-12 00:00:00+00:00,2023-02-12 07:00:00+00:00,0,28,0,,,False,0
2023-02-13,2023H1,2023-02-13 00:00:00+00:00,2023-02-13 07:00:00+00:00,28,0,0,132.305,131.447,True,0
2023-02-14,2023H1,2023-02-14 00:00:00+00:00,2023-02-14 07:00:00+00:00,28,0,0,132.375,131.786,True,0
2023-02-15,2023H1,2023-02-15 00:00:00+00:00,2023-02-15 07:00:00+00:00,28,0,0,133.388,132.544,True,0
2023-02-16,2023H1,2023-02-16 00:00:00+00:00,2023-02-16 07:00:00+00:00,28,0,0,134.165,133.636,True,0
2023-02-17,2023H1,2023-02-17 00:00:00+00:00,2023-02-17 07:00:00+00:00,28,0,0,134.807,134.063,True,0
2023-02-19,2023H1,2023-02-19 00:00:00+00:00,2023-02-19 07:00:00+00:00,0,28,0,,,False,0
2023-02-20,2023H1,2023-02-20 00:00:00+00:00,2023-02-20 07:00:00+00:00,28,0,0,134.538,133.95,True,0
2023-02-21,2023H1,2023-02-21 00:00:00+00:00,2023-02-21 07:00:00+00:00,28,0,0,134.514,134.145,True,0
2023-02-22,2023H1,2023-02-22 00:00:00+00:00,2023-02-22 07:00:00+00:00,28,0,0,135.06,134.549,True,0
2023-02-23,2023H1,2023-02-23 00:00:00+00:00,2023-02-23 07:00:00+00:00,28,0,0,134.96,134.706,True,0
2023-02-24,2023H1,2023-02-24 00:00:00+00:00,2023-02-24 07:00:00+00:00,28,0,0,134.934,134.052,True,0
2023-02-26,2023H1,2023-02-26 00:00:00+00:00,2023-02-26 07:00:00+00:00,0,28,0,,,False,0
2023-02-27,2023H1,2023-02-27 00:00:00+00:00,2023-02-27 07:00:00+00:00,28,0,0,136.556,135.999,True,0
2023-02-28,2023H1,2023-02-28 00:00:00+00:00,2023-02-28 07:00:00+00:00,28,0,0,136.374,136.11,True,0
2023-03-01,2023H1,2023-03-01 00:00:00+00:00,2023-03-01 07:00:00+00:00,28,0,0,136.467,136.208,True,0
2023-03-02,2023H1,2023-03-02 00:00:00+00:00,2023-03-02 07:00:00+00:00,28,0,0,136.745,136.049,True,0
2023-03-03,2023H1,2023-03-03 00:00:00+00:00,2023-03-03 07:00:00+00:00,28,0,0,136.768,136.34,True,0
2023-03-05,2023H1,2023-03-05 00:00:00+00:00,2023-03-05 07:00:00+00:00,0,28,0,,,False,0
2023-03-06,2023H1,2023-03-06 00:00:00+00:00,2023-03-06 07:00:00+00:00,28,0,0,136.052,135.364,True,0
2023-03-07,2023H1,2023-03-07 00:00:00+00:00,2023-03-07 07:00:00+00:00,28,0,0,136.178,135.829,True,0
2023-03-08,2023H1,2023-03-08 00:00:00+00:00,2023-03-08 07:00:00+00:00,28,0,0,137.911,137.239,True,0
2023-03-09,2023H1,2023-03-09 00:00:00+00:00,2023-03-09 07:00:00+00:00,28,0,0,137.251,136.601,True,0
2023-03-10,2023H1,2023-03-10 00:00:00+00:00,2023-03-10 07:00:00+00:00,28,0,0,136.97,135.81,True,0
2023-03-12,2023H1,2023-03-12 00:00:00+00:00,2023-03-12 07:00:00+00:00,0,28,0,,,False,0
2023-03-13,2023H1,2023-03-13 00:00:00+00:00,2023-03-13 07:00:00+00:00,28,0,0,134.829,133.682,True,0
2023-03-14,2023H1,2023-03-14 00:00:00+00:00,2023-03-14 07:00:00+00:00,28,0,0,134.03,133.187,True,0
2023-03-15,2023H1,2023-03-15 00:00:00+00:00,2023-03-15 07:00:00+00:00,28,0,0,135.061,134.03,True,0
2023-03-16,2023H1,2023-03-16 00:00:00+00:00,2023-03-16 07:00:00+00:00,28,0,0,133.491,132.561,True,0
2023-03-17,2023H1,2023-03-17 00:00:00+00:00,2023-03-17 07:00:00+00:00,28,0,0,133.466,132.743,True,0
2023-03-19,2023H1,2023-03-19 00:00:00+00:00,2023-03-19 07:00:00+00:00,0,28,0,,,False,0
2023-03-20,2023H1,2023-03-20 00:00:00+00:00,2023-03-20 07:00:00+00:00,28,0,0,132.652,130.726,True,0
2023-03-21,2023H1,2023-03-21 00:00:00+00:00,2023-03-21 07:00:00+00:00,28,0,0,131.899,131.029,True,0
2023-03-22,2023H1,2023-03-22 00:00:00+00:00,2023-03-22 07:00:00+00:00,28,0,0,132.778,132.251,True,0
2023-03-23,2023H1,2023-03-23 00:00:00+00:00,2023-03-23 07:00:00+00:00,28,0,0,131.051,130.416,True,0
2023-03-24,2023H1,2023-03-24 00:00:00+00:00,2023-03-24 07:00:00+00:00,28,0,0,130.679,130.054,True,0
2023-03-26,2023H1,2023-03-26 00:00:00+00:00,2023-03-26 07:00:00+00:00,0,28,0,,,False,0
2023-03-27,2023H1,2023-03-27 00:00:00+00:00,2023-03-27 07:00:00+00:00,28,0,0,131.318,130.501,True,0
2023-03-28,2023H1,2023-03-28 00:00:00+00:00,2023-03-28 07:00:00+00:00,28,0,0,131.241,130.505,True,0
2023-03-29,2023H1,2023-03-29 00:00:00+00:00,2023-03-29 07:00:00+00:00,28,0,0,132.033,130.921,True,0
2023-03-30,2023H1,2023-03-30 00:00:00+00:00,2023-03-30 07:00:00+00:00,28,0,0,132.81,132.33,True,0
2023-03-31,2023H1,2023-03-31 00:00:00+00:00,2023-03-31 07:00:00+00:00,28,0,0,133.509,132.687,True,0
2023-04-02,2023H1,2023-04-02 00:00:00+00:00,2023-04-02 07:00:00+00:00,0,28,0,,,False,0
2023-04-03,2023H1,2023-04-03 00:00:00+00:00,2023-04-03 07:00:00+00:00,28,0,0,133.757,132.816,True,0
2023-04-04,2023H1,2023-04-04 00:00:00+00:00,2023-04-04 07:00:00+00:00,28,0,0,132.983,132.208,True,0
2023-04-05,2023H1,2023-04-05 00:00:00+00:00,2023-04-05 07:00:00+00:00,28,0,0,131.844,131.303,True,0
2023-04-06,2023H1,2023-04-06 00:00:00+00:00,2023-04-06 07:00:00+00:00,28,0,0,131.495,130.774,True,0
2023-04-07,2023H1,2023-04-07 00:00:00+00:00,2023-04-07 07:00:00+00:00,28,0,0,131.95,131.566,True,0
2023-04-09,2023H1,2023-04-09 00:00:00+00:00,2023-04-09 07:00:00+00:00,0,28,0,,,False,0
2023-04-10,2023H1,2023-04-10 00:00:00+00:00,2023-04-10 07:00:00+00:00,28,0,0,132.798,132.082,True,0
2023-04-11,2023H1,2023-04-11 00:00:00+00:00,2023-04-11 07:00:00+00:00,28,0,0,133.691,133.225,True,0
2023-04-12,2023H1,2023-04-12 00:00:00+00:00,2023-04-12 07:00:00+00:00,28,0,0,134.047,133.557,True,0
2023-04-13,2023H1,2023-04-13 00:00:00+00:00,2023-04-13 07:00:00+00:00,28,0,0,133.369,132.979,True,0
2023-04-14,2023H1,2023-04-14 00:00:00+00:00,2023-04-14 07:00:00+00:00,28,0,0,132.642,132.266,True,0
2023-04-16,2023H1,2023-04-16 00:00:00+00:00,2023-04-16 07:00:00+00:00,0,28,0,,,False,0
2023-04-17,2023H1,2023-04-17 00:00:00+00:00,2023-04-17 07:00:00+00:00,28,0,0,134.218,133.711,True,0
2023-04-18,2023H1,2023-04-18 00:00:00+00:00,2023-04-18 07:00:00+00:00,28,0,0,134.705,134.247,True,0
2023-04-19,2023H1,2023-04-19 00:00:00+00:00,2023-04-19 07:00:00+00:00,28,0,0,134.738,133.953,True,0
2023-04-20,2023H1,2023-04-20 00:00:00+00:00,2023-04-20 07:00:00+00:00,28,0,0,134.973,134.386,True,0
2023-04-21,2023H1,2023-04-21 00:00:00+00:00,2023-04-21 07:00:00+00:00,28,0,0,134.251,133.697,True,0
2023-04-23,2023H1,2023-04-23 00:00:00+00:00,2023-04-23 07:00:00+00:00,0,28,0,,,False,0
2023-04-24,2023H1,2023-04-24 00:00:00+00:00,2023-04-24 07:00:00+00:00,28,0,0,134.477,133.891,True,0
2023-04-25,2023H1,2023-04-25 00:00:00+00:00,2023-04-25 07:00:00+00:00,28,0,0,134.476,134.003,True,0
2023-04-26,2023H1,2023-04-26 00:00:00+00:00,2023-04-26 07:00:00+00:00,28,0,0,133.79,133.437,True,0
2023-04-27,2023H1,2023-04-27 00:00:00+00:00,2023-04-27 07:00:00+00:00,28,0,0,133.853,133.39,True,0
2023-04-28,2023H1,2023-04-28 00:00:00+00:00,2023-04-28 07:00:00+00:00,28,0,0,135.759,133.333,True,0
2023-04-30,2023H1,2023-04-30 00:00:00+00:00,2023-04-30 07:00:00+00:00,0,28,0,,,False,0
2023-05-01,2023H1,2023-05-01 00:00:00+00:00,2023-05-01 07:00:00+00:00,28,0,0,136.983,136.255,True,0
2023-05-02,2023H1,2023-05-02 00:00:00+00:00,2023-05-02 07:00:00+00:00,28,0,0,137.775,137.291,True,0
2023-05-03,2023H1,2023-05-03 00:00:00+00:00,2023-05-03 07:00:00+00:00,28,0,0,136.574,135.854,True,0
2023-05-04,2023H1,2023-05-04 00:00:00+00:00,2023-05-04 07:00:00+00:00,28,0,0,134.625,134.148,True,0
2023-05-05,2023H1,2023-05-05 00:00:00+00:00,2023-05-05 07:00:00+00:00,28,0,0,134.26,133.883,True,0
2023-05-07,2023H1,2023-05-07 00:00:00+00:00,2023-05-07 07:00:00+00:00,0,28,0,,,False,0
2023-05-08,2023H1,2023-05-08 00:00:00+00:00,2023-05-08 07:00:00+00:00,28,0,0,135.19,134.64,True,0
2023-05-09,2023H1,2023-05-09 00:00:00+00:00,2023-05-09 07:00:00+00:00,28,0,0,135.325,134.721,True,0
2023-05-10,2023H1,2023-05-10 00:00:00+00:00,2023-05-10 07:00:00+00:00,28,0,0,135.471,135.065,True,0
2023-05-11,2023H1,2023-05-11 00:00:00+00:00,2023-05-11 07:00:00+00:00,28,0,0,134.344,133.888,True,0
2023-05-12,2023H1,2023-05-12 00:00:00+00:00,2023-05-12 07:00:00+00:00,28,0,0,134.853,134.4,True,0
2023-05-14,2023H1,2023-05-14 00:00:00+00:00,2023-05-14 07:00:00+00:00,0,28,0,,,False,0
2023-05-15,2023H1,2023-05-15 00:00:00+00:00,2023-05-15 07:00:00+00:00,28,0,0,136.265,135.724,True,0
2023-05-16,2023H1,2023-05-16 00:00:00+00:00,2023-05-16 07:00:00+00:00,28,0,0,136.101,135.804,True,0
2023-05-17,2023H1,2023-05-17 00:00:00+00:00,2023-05-17 07:00:00+00:00,28,0,0,136.871,136.302,True,0
2023-05-18,2023H1,2023-05-18 00:00:00+00:00,2023-05-18 07:00:00+00:00,28,0,0,137.743,137.286,True,0
2023-05-19,2023H1,2023-05-19 00:00:00+00:00,2023-05-19 07:00:00+00:00,28,0,0,138.664,138.035,True,0
2023-05-21,2023H1,2023-05-21 00:00:00+00:00,2023-05-21 07:00:00+00:00,0,28,0,,,False,0
2023-05-22,2023H1,2023-05-22 00:00:00+00:00,2023-05-22 07:00:00+00:00,28,0,0,138.045,137.491,True,0
2023-05-23,2023H1,2023-05-23 00:00:00+00:00,2023-05-23 07:00:00+00:00,28,0,0,138.872,138.351,True,0
2023-05-24,2023H1,2023-05-24 00:00:00+00:00,2023-05-24 07:00:00+00:00,28,0,0,138.693,138.229,True,0
2023-05-25,2023H1,2023-05-25 00:00:00+00:00,2023-05-25 07:00:00+00:00,28,0,0,139.702,139.261,True,0
2023-05-26,2023H1,2023-05-26 00:00:00+00:00,2023-05-26 07:00:00+00:00,28,0,0,140.101,139.605,True,0
2023-05-28,2023H1,2023-05-28 00:00:00+00:00,2023-05-28 07:00:00+00:00,0,28,0,,,False,0
2023-05-29,2023H1,2023-05-29 00:00:00+00:00,2023-05-29 07:00:00+00:00,28,0,0,140.916,140.224,True,0
2023-05-30,2023H1,2023-05-30 00:00:00+00:00,2023-05-30 07:00:00+00:00,28,0,0,140.93,139.961,True,0
2023-05-31,2023H1,2023-05-31 00:00:00+00:00,2023-05-31 07:00:00+00:00,28,0,0,139.92,139.312,True,0
2023-06-01,2023H1,2023-06-01 00:00:00+00:00,2023-06-01 07:00:00+00:00,28,0,0,139.773,139.078,True,0
2023-06-02,2023H1,2023-06-02 00:00:00+00:00,2023-06-02 07:00:00+00:00,28,0,0,139.052,138.604,True,0
2023-06-04,2023H1,2023-06-04 00:00:00+00:00,2023-06-04 07:00:00+00:00,0,28,0,,,False,0
2023-06-05,2023H1,2023-06-05 00:00:00+00:00,2023-06-05 07:00:00+00:00,28,0,0,140.357,139.983,True,0
2023-06-06,2023H1,2023-06-06 00:00:00+00:00,2023-06-06 07:00:00+00:00,28,0,0,139.656,139.275,True,0
2023-06-07,2023H1,2023-06-07 00:00:00+00:00,2023-06-07 07:00:00+00:00,28,0,0,139.561,139.126,True,0
2023-06-08,2023H1,2023-06-08 00:00:00+00:00,2023-06-08 07:00:00+00:00,28,0,0,140.096,139.662,True,0
2023-06-09,2023H1,2023-06-09 00:00:00+00:00,2023-06-09 07:00:00+00:00,28,0,0,139.451,138.863,True,0
2023-06-11,2023H1,2023-06-11 00:00:00+00:00,2023-06-11 07:00:00+00:00,0,28,0,,,False,0
2023-06-12,2023H1,2023-06-12 00:00:00+00:00,2023-06-12 07:00:00+00:00,28,0,0,139.647,139.262,True,0
2023-06-13,2023H1,2023-06-13 00:00:00+00:00,2023-06-13 07:00:00+00:00,28,0,0,139.663,139.325,True,0
2023-06-14,2023H1,2023-06-14 00:00:00+00:00,2023-06-14 07:00:00+00:00,28,0,0,140.186,139.935,True,0
2023-06-15,2023H1,2023-06-15 00:00:00+00:00,2023-06-15 07:00:00+00:00,28,0,0,141.429,139.938,True,0
2023-06-16,2023H1,2023-06-16 00:00:00+00:00,2023-06-16 07:00:00+00:00,28,0,0,140.979,139.851,True,0
2023-06-18,2023H1,2023-06-18 00:00:00+00:00,2023-06-18 07:00:00+00:00,0,28,0,,,False,0
2023-06-19,2023H1,2023-06-19 00:00:00+00:00,2023-06-19 07:00:00+00:00,28,0,0,141.971,141.44,True,0
2023-06-20,2023H1,2023-06-20 00:00:00+00:00,2023-06-20 07:00:00+00:00,28,0,0,142.249,141.579,True,0
2023-06-21,2023H1,2023-06-21 00:00:00+00:00,2023-06-21 07:00:00+00:00,28,0,0,142.044,141.33,True,0
2023-06-22,2023H1,2023-06-22 00:00:00+00:00,2023-06-22 07:00:00+00:00,28,0,0,141.91,141.609,True,0
2023-06-23,2023H1,2023-06-23 00:00:00+00:00,2023-06-23 07:00:00+00:00,28,0,0,143.448,142.809,True,0
2023-06-25,2023H1,2023-06-25 00:00:00+00:00,2023-06-25 07:00:00+00:00,0,28,0,,,False,0
2023-06-26,2023H1,2023-06-26 00:00:00+00:00,2023-06-26 07:00:00+00:00,28,0,0,143.659,143.232,True,0
2023-06-27,2023H1,2023-06-27 00:00:00+00:00,2023-06-27 07:00:00+00:00,28,0,0,143.661,143.282,True,0
2023-06-28,2023H1,2023-06-28 00:00:00+00:00,2023-06-28 07:00:00+00:00,28,0,0,144.048,143.729,True,0
2023-06-29,2023H1,2023-06-29 00:00:00+00:00,2023-06-29 07:00:00+00:00,28,0,0,144.698,144.13,True,0
2023-06-30,2023H1,2023-06-30 00:00:00+00:00,2023-06-30 07:00:00+00:00,28,0,0,145.069,144.436,True,0
2023-07-02,2023H2,2023-07-02 00:00:00+00:00,2023-07-02 07:00:00+00:00,0,28,0,,,False,0
2023-07-03,2023H2,2023-07-03 00:00:00+00:00,2023-07-03 07:00:00+00:00,28,0,0,144.771,144.221,True,0
2023-07-04,2023H2,2023-07-04 00:00:00+00:00,2023-07-04 07:00:00+00:00,28,0,0,144.676,144.331,True,0
2023-07-05,2023H2,2023-07-05 00:00:00+00:00,2023-07-05 07:00:00+00:00,28,0,0,144.727,144.377,True,0
2023-07-06,2023H2,2023-07-06 00:00:00+00:00,2023-07-06 07:00:00+00:00,28,0,0,144.511,143.615,True,0
2023-07-07,2023H2,2023-07-07 00:00:00+00:00,2023-07-07 07:00:00+00:00,28,0,0,144.196,143.35,True,0
2023-07-09,2023H2,2023-07-09 00:00:00+00:00,2023-07-09 07:00:00+00:00,0,28,0,,,False,0
2023-07-10,2023H2,2023-07-10 00:00:00+00:00,2023-07-10 07:00:00+00:00,28,0,0,143.005,142.118,True,0
2023-07-11,2023H2,2023-07-11 00:00:00+00:00,2023-07-11 07:00:00+00:00,28,0,0,141.457,140.566,True,0
2023-07-12,2023H2,2023-07-12 00:00:00+00:00,2023-07-12 07:00:00+00:00,28,0,0,140.16,139.311,True,0
2023-07-13,2023H2,2023-07-13 00:00:00+00:00,2023-07-13 07:00:00+00:00,28,0,0,138.833,138.068,True,0
2023-07-14,2023H2,2023-07-14 00:00:00+00:00,2023-07-14 07:00:00+00:00,28,0,0,138.404,137.233,True,0
2023-07-16,2023H2,2023-07-16 00:00:00+00:00,2023-07-16 07:00:00+00:00,0,28,0,,,False,0
2023-07-17,2023H2,2023-07-17 00:00:00+00:00,2023-07-17 07:00:00+00:00,28,0,0,138.735,138.365,True,0
2023-07-18,2023H2,2023-07-18 00:00:00+00:00,2023-07-18 07:00:00+00:00,28,0,0,138.924,138.296,True,0
2023-07-19,2023H2,2023-07-19 00:00:00+00:00,2023-07-19 07:00:00+00:00,28,0,0,139.679,138.849,True,0
2023-07-20,2023H2,2023-07-20 00:00:00+00:00,2023-07-20 07:00:00+00:00,28,0,0,139.699,139.107,True,0
2023-07-21,2023H2,2023-07-21 00:00:00+00:00,2023-07-21 07:00:00+00:00,28,0,0,140.324,139.747,True,0
2023-07-23,2023H2,2023-07-23 00:00:00+00:00,2023-07-23 07:00:00+00:00,0,28,0,,,False,0
2023-07-24,2023H2,2023-07-24 00:00:00+00:00,2023-07-24 07:00:00+00:00,28,0,0,141.81,141.339,True,0
2023-07-25,2023H2,2023-07-25 00:00:00+00:00,2023-07-25 07:00:00+00:00,28,0,0,141.618,141.202,True,0
2023-07-26,2023H2,2023-07-26 00:00:00+00:00,2023-07-26 07:00:00+00:00,28,0,0,141.182,140.603,True,0
2023-07-27,2023H2,2023-07-27 00:00:00+00:00,2023-07-27 07:00:00+00:00,28,0,0,140.482,139.378,True,0
2023-07-28,2023H2,2023-07-28 00:00:00+00:00,2023-07-28 07:00:00+00:00,28,0,0,141.082,138.06,True,0
2023-07-30,2023H2,2023-07-30 00:00:00+00:00,2023-07-30 07:00:00+00:00,0,28,0,,,False,0
2023-07-31,2023H2,2023-07-31 00:00:00+00:00,2023-07-31 07:00:00+00:00,28,0,0,142.164,140.688,True,0
2023-08-01,2023H2,2023-08-01 00:00:00+00:00,2023-08-01 07:00:00+00:00,28,0,0,142.845,142.255,True,0
2023-08-02,2023H2,2023-08-02 00:00:00+00:00,2023-08-02 07:00:00+00:00,28,0,0,143.346,142.541,True,0
2023-08-03,2023H2,2023-08-03 00:00:00+00:00,2023-08-03 07:00:00+00:00,28,0,0,143.888,143.161,True,0
2023-08-04,2023H2,2023-08-04 00:00:00+00:00,2023-08-04 07:00:00+00:00,28,0,0,142.88,142.309,True,0
2023-08-06,2023H2,2023-08-06 00:00:00+00:00,2023-08-06 07:00:00+00:00,0,28,0,,,False,0
2023-08-07,2023H2,2023-08-07 00:00:00+00:00,2023-08-07 07:00:00+00:00,28,0,0,142.305,141.51,True,0
2023-08-08,2023H2,2023-08-08 00:00:00+00:00,2023-08-08 07:00:00+00:00,28,0,0,143.433,142.525,True,0
2023-08-09,2023H2,2023-08-09 00:00:00+00:00,2023-08-09 07:00:00+00:00,28,0,0,143.397,142.996,True,0
2023-08-10,2023H2,2023-08-10 00:00:00+00:00,2023-08-10 07:00:00+00:00,28,0,0,144.105,143.685,True,0
2023-08-11,2023H2,2023-08-11 00:00:00+00:00,2023-08-11 07:00:00+00:00,28,0,0,144.892,144.629,True,0
2023-08-13,2023H2,2023-08-13 00:00:00+00:00,2023-08-13 07:00:00+00:00,0,28,0,,,False,0
2023-08-14,2023H2,2023-08-14 00:00:00+00:00,2023-08-14 07:00:00+00:00,28,0,0,145.221,144.651,True,0
2023-08-15,2023H2,2023-08-15 00:00:00+00:00,2023-08-15 07:00:00+00:00,28,0,0,145.736,145.32,True,0
2023-08-16,2023H2,2023-08-16 00:00:00+00:00,2023-08-16 07:00:00+00:00,28,0,0,145.691,145.307,True,0
2023-08-17,2023H2,2023-08-17 00:00:00+00:00,2023-08-17 07:00:00+00:00,28,0,0,146.561,146.282,True,0
2023-08-18,2023H2,2023-08-18 00:00:00+00:00,2023-08-18 07:00:00+00:00,28,0,0,145.795,145.185,True,0
2023-08-20,2023H2,2023-08-20 00:00:00+00:00,2023-08-20 07:00:00+00:00,0,28,0,,,False,0
2023-08-21,2023H2,2023-08-21 00:00:00+00:00,2023-08-21 07:00:00+00:00,28,0,0,145.625,145.14,True,0
2023-08-22,2023H2,2023-08-22 00:00:00+00:00,2023-08-22 07:00:00+00:00,28,0,0,146.4,145.842,True,0
2023-08-23,2023H2,2023-08-23 00:00:00+00:00,2023-08-23 07:00:00+00:00,28,0,0,145.814,145.533,True,0
2023-08-24,2023H2,2023-08-24 00:00:00+00:00,2023-08-24 07:00:00+00:00,28,0,0,145.203,144.616,True,0
2023-08-25,2023H2,2023-08-25 00:00:00+00:00,2023-08-25 07:00:00+00:00,28,0,0,146.258,145.907,True,0
2023-08-27,2023H2,2023-08-27 00:00:00+00:00,2023-08-27 07:00:00+00:00,0,28,0,,,False,0
2023-08-28,2023H2,2023-08-28 00:00:00+00:00,2023-08-28 07:00:00+00:00,28,0,0,146.586,146.273,True,0
2023-08-29,2023H2,2023-08-29 00:00:00+00:00,2023-08-29 07:00:00+00:00,28,0,0,146.561,146.307,True,0
2023-08-30,2023H2,2023-08-30 00:00:00+00:00,2023-08-30 07:00:00+00:00,28,0,0,146.355,145.853,True,0
2023-08-31,2023H2,2023-08-31 00:00:00+00:00,2023-08-31 07:00:00+00:00,28,0,0,146.13,145.753,True,0
2023-09-01,2023H2,2023-09-01 00:00:00+00:00,2023-09-01 07:00:00+00:00,28,0,0,145.7,145.236,True,0
2023-09-03,2023H2,2023-09-03 00:00:00+00:00,2023-09-03 07:00:00+00:00,0,28,0,,,False,0
2023-09-04,2023H2,2023-09-04 00:00:00+00:00,2023-09-04 07:00:00+00:00,28,0,0,146.246,146.034,True,0
2023-09-05,2023H2,2023-09-05 00:00:00+00:00,2023-09-05 07:00:00+00:00,28,0,0,147.06,146.488,True,0
2023-09-06,2023H2,2023-09-06 00:00:00+00:00,2023-09-06 07:00:00+00:00,28,0,0,147.817,147.016,True,0
2023-09-07,2023H2,2023-09-07 00:00:00+00:00,2023-09-07 07:00:00+00:00,28,0,0,147.873,147.426,True,0
2023-09-08,2023H2,2023-09-08 00:00:00+00:00,2023-09-08 07:00:00+00:00,28,0,0,147.369,146.583,True,0
2023-09-10,2023H2,2023-09-10 00:00:00+00:00,2023-09-10 07:00:00+00:00,0,28,0,,,False,0
2023-09-11,2023H2,2023-09-11 00:00:00+00:00,2023-09-11 07:00:00+00:00,28,0,0,147.144,145.907,True,0
2023-09-12,2023H2,2023-09-12 00:00:00+00:00,2023-09-12 07:00:00+00:00,28,0,0,146.945,146.434,True,0
2023-09-13,2023H2,2023-09-13 00:00:00+00:00,2023-09-13 07:00:00+00:00,28,0,0,147.447,147.096,True,0
2023-09-14,2023H2,2023-09-14 00:00:00+00:00,2023-09-14 07:00:00+00:00,28,0,0,147.389,147.017,True,0
